,Date,Home Team,Away Team,Referee,AttackRateH,AttackRateA,DefenceRateH,DefenceRateA,DGH,DGA,Home Rank,Away Rank,Avg HST,Avg AST,Avg HF,Avg AF,Avg HC,Avg AC,Avg HR,Avg AR,Avg HY,Avg AY
3582,14-12-19,Chelsea,Bournemouth,G Scott,0.438,0.563,0.731,0.269,0.021,0.667,0.9,0.35,0.013,0.007,0.017,0.032,0.021,0.009,0.011,0,0.005,0.012
3483,28-09-19,Chelsea,Brighton,C Kavanagh,0.28,0.72,0.857,0.143,0.188,0.808,0.9,0.2,0.032,0.005,0.011,0.037,0.014,0.006,0.006,0,0.013,0.023
3631,11-01-20,Chelsea,Burnley,K Friend,0.614,0.386,0.689,0.311,0.292,0.583,0.9,0.3,0.02,0.007,0.012,0.009,0.022,0.006,0.01,0.034,0,0.017
3081,15-09-18,Chelsea,Cardiff,J Moss,0.67,0.33,0.48,0.52,0.333,0.433,0.8,0,0.024,0.01,0.019,0.03,0.015,0.012,0.02,0.048,0,0
3531,09-11-19,Chelsea,Crystal Palace,M Dean,0.4,0.6,0.718,0.282,0.042,0.792,0.9,0.45,0.015,0.004,0.019,0.044,0.018,0,0.018,0,0.018,0.014
3157,11-11-18,Chelsea,Everton,K Friend,0.47,0.53,0.53,0.47,0.542,0.625,0.8,0.65,0.011,0.004,0.014,0.029,0.013,0.013,0.011,0,0.023,0.021
3178,02-12-18,Chelsea,Fulham,C Pawson,0.78,0.22,0.3,0.7,0.813,0.342,0.8,0,0.025,0.015,0.015,0.041,0.01,0.014,0.016,0.037,0.011,0.006
3283,02-02-19,Chelsea,Huddersfield,P Tierney,0.646,0.354,0.318,0.682,0.333,0.35,0.8,0.25,0.016,0.007,0.013,0.01,0.022,0.004,0.005,0,0,0
2498,1/22/2017,Chelsea,Hull,N Swarbrick,0.6,0.4,0.38,0.62,0.5,0.433,0.55,0,0.012,0.014,0.021,0.022,0.019,0.015,0.005,0,0.005,0.017
3438,18-08-19,Chelsea,Leicester,O Langford,0.826,0.174,0.923,0.077,0.573,0.65,0.9,0.6,0.019,0.016,0.024,0.046,0.013,0.016,0.023,0,0.008,0
3479,22-09-19,Chelsea,Liverpool,M Oliver,0.547,0.453,0.882,0.118,0.479,0.767,0.9,0.95,0.007,0.014,0.019,0.039,0.018,0.012,0.014,0.048,0.02,0.024
3194,08-12-18,Chelsea,Man City,M Oliver,0.57,0.43,0.51,0.49,0.333,0.525,0.8,1,0.013,0.015,0.022,0.026,0.002,0.031,0.026,0,0.011,0
3122,20-10-18,Chelsea,Man United,M Dean,0.41,0.59,0.53,0.47,0.313,0.65,0.8,0.95,0.019,0.017,0.02,0.046,0.014,0.008,0.006,0,0.012,0.036
3503,19-10-19,Chelsea,Newcastle,A Marriner,0.302,0.698,0.766,0.234,0.281,0.775,0.9,0.4,0.025,0,0.02,0.033,0.03,0,0.012,0,0.012,0.007
2020,11/21/2015,Chelsea,Norwich,C Pawson,0.51,0.49,0.4,0.6,0.219,0.35,1,0,0.02,0.008,0.008,0.03,0.015,0.013,0.006,0,0.006,0.027
3451,31-08-19,Chelsea,Sheffield United,S Attwell,0.597,0.403,0.813,0.188,0.417,0.758,0.9,0,0.018,0.01,0.015,0.034,0.009,0.013,0.007,0,0,0.008
3602,26-12-19,Chelsea,Southampton,J Moss,0.545,0.455,0.66,0.34,0.156,0.633,0.9,0.25,0.008,0.011,0.018,0.02,0.018,0.002,0.02,0,0.015,0.012
2861,30-12-17,Chelsea,Stoke,K Friend,0.59,0.41,0.41,0.59,0.396,0.308,1,0.4,0.03,0.003,0.009,0.022,0.015,0,0,0,0.005,0.006
2652,5/21/2017,Chelsea,Sunderland,N Swarbrick,0.87,0.13,0.41,0.59,0.698,0.108,0.55,0.2,0.015,0.008,0.011,0.025,0.019,0.002,0.008,0,0.004,0.005
2796,29-11-17,Chelsea,Swansea,N Swarbrick,0.41,0.59,0.53,0.47,0.313,0.625,1,0.3,0.029,0,0.02,0.018,0.038,0.003,0,0,0.006,0
3314,27-02-19,Chelsea,Tottenham,A Marriner,0.571,0.429,0.256,0.744,0.708,0.542,0.8,0.9,0.002,0,0.011,0.027,0.004,0.004,0.009,0,0.004,0.005
3407,05-05-19,Chelsea,Watford,P Tierney,0.729,0.271,0.313,0.687,0.938,0.383,0.8,0.35,0.017,0.008,0.008,0.02,0.01,0.01,0.019,0,0,0.005
2929,12-02-18,Chelsea,West Brom,L Mason,0.62,0.38,0.43,0.57,0.521,0.417,1,0.55,0.018,0.003,0.017,0.021,0.016,0.014,0,0,0,0.01
3552,30-11-19,Chelsea,West Ham,J Moss,0.463,0.537,0.766,0.234,0.198,0.65,0.9,0.55,0.017,0.016,0,0.04,0.023,0.008,0.006,0,0,0.02
3337,10-03-19,Chelsea,Wolves,M Oliver,0.719,0.281,0.372,0.628,0.771,0.417,0.8,0,0.013,0.003,0.012,0.027,0.025,0,0.008,0,0.004,0.02
3630,11-01-20,Crystal Palace,Arsenal,P Tierney,0.384,0.616,0.74,0.26,0.375,0.825,0.45,0.8,0.007,0.014,0.024,0.047,0.002,0.009,0.01,0.034,0.01,0.017
3452,31-08-19,Crystal Palace,Aston Villa,K Friend,0.5,0.5,0.852,0.148,0.375,0.683,0.45,0,0.018,0.01,0.038,0.05,0.041,0.006,0.007,0,0.014,0.033
3560,03-12-19,Crystal Palace,Bournemouth,A Taylor,0.625,0.375,0.727,0.273,0.521,0.633,0.45,0.35,0.005,0.012,0.012,0.036,0.014,0.022,0.016,0,0.016,0.019
3589,16-12-19,Crystal Palace,Brighton,C Pawson,0.458,0.542,0.685,0.315,0.427,0.742,0.45,0.2,0.011,0.037,0.013,0.028,0.007,0.016,0.005,0,0.005,0.006
3171,01-12-18,Crystal Palace,Burnley,L Probert,0.41,0.59,0.47,0.53,0.188,0.6,0.5,0.7,0.026,0,0.018,0.024,0.025,0.005,0.006,0,0.006,0.006
3222,26-12-18,Crystal Palace,Cardiff,L Probert,0.35,0.65,0.4,0.6,0.115,0.567,0.5,0,0.013,0.015,0.017,0.025,0.028,0.002,0.011,0,0,0.019
3237,30-12-18,Crystal Palace,Chelsea,C Pawson,0.43,0.57,0.46,0.54,0.052,0.475,0.5,0.8,0,0.014,0.02,0.018,0.007,0.009,0.005,0,0,0.006
3424,10-08-19,Crystal Palace,Everton,J Moss,0.421,0.579,0.926,0.074,0.24,0.817,0.45,0.65,0.008,0.016,0.042,0.046,0.02,0.007,0.015,0,0.015,0.009
3284,02-02-19,Crystal Palace,Fulham,M Oliver,0.474,0.526,0.334,0.666,0.406,0.317,0.5,0,0.014,0,0.015,0.024,0.023,0.002,0.005,0,0.01,0.016
3346,30-03-19,Crystal Palace,Huddersfield,L Probert,0.411,0.589,0.459,0.541,0.146,0.642,0.5,0.25,0.011,0.015,0.015,0.013,0.009,0.009,0.004,0,0,0
2642,5/14/2017,Crystal Palace,Hull,M Atkinson,0.71,0.29,0.41,0.59,0.333,0.133,0.3,0,0.008,0,0.018,0.024,0.005,0.012,0.012,0,0.012,0.023
3528,03-11-19,Crystal Palace,Leicester,P Tierney,0.663,0.337,0.714,0.286,0.74,0.767,0.45,0.6,0.009,0.021,0.031,0.042,0.013,0.016,0.012,0,0.012,0.014
3544,23-11-19,Crystal Palace,Liverpool,K Friend,0.521,0.479,0.75,0.25,0.385,0.792,0.45,0.95,0.017,0.016,0.016,0.018,0.023,0.02,0.017,0,0,0.007
3507,19-10-19,Crystal Palace,Man City,A Taylor,0.451,0.549,0.815,0.185,0.292,0.842,0.45,1,0.006,0.043,0.017,0.027,0.003,0.022,0.012,0,0.006,0.007
3315,27-02-19,Crystal Palace,Man United,M Atkinson,0.463,0.537,0.446,0.554,0.49,0.458,0.5,0.95,0.004,0.012,0.013,0.017,0.01,0.011,0.009,0,0.009,0.015
3093,22-09-18,Crystal Palace,Newcastle,A Marriner,0.78,0.22,0.38,0.63,0.688,0.45,0.5,0.55,0.014,0.014,0.019,0.033,0.027,0.015,0.014,0,0.007,0.008
3484,28-09-19,Crystal Palace,Norwich,J Moss,0.776,0.224,0.565,0.435,0.552,0.617,0.45,0,0.01,0.014,0.032,0.028,0.014,0.014,0.006,0,0.019,0.008
3662,01-02-20,Crystal Palace,Sheffield United,A Madley,0.449,0.551,0.781,0.219,0.115,0.758,0.45,0,0.007,0.01,0.015,0.03,0.018,0.01,0.009,0,0.014,0.011
3651,21-01-20,Crystal Palace,Southampton,A Marriner,0.5,0.5,0.742,0.258,0.302,0.692,0.45,0.25,0,0.02,0.02,0.027,0,0.017,0.01,0,0.005,0.011
2781,25-11-17,Crystal Palace,Stoke,M Dean,0.57,0.43,0.48,0.52,0.635,0.692,0.35,0.4,0.014,0.012,0.018,0.013,0.013,0.005,0.006,0,0.006,0.007
2511,04-02-17,Crystal Palace,Sunderland,A Marriner,0.59,0.41,0.41,0.59,0.469,0.283,0.3,0.2,0.021,0.023,0.013,0.017,0.013,0.002,0.005,0,0.014,0.017
2681,26-08-17,Crystal Palace,Swansea,A Marriner,0.55,0.45,0.42,0.58,0.365,0.408,0.35,0.3,0.011,0.015,0.023,0.019,0.003,0.003,0.036,0.05,0.029,0.008
3151,10-11-18,Crystal Palace,Tottenham,J Moss,0.54,0.46,0.51,0.49,0.26,0.45,0.5,0.9,0.012,0.008,0.025,0.022,0.026,0.014,0.011,0.04,0.006,0.006
3254,12-01-19,Crystal Palace,Watford,P Tierney,0.68,0.32,0.333,0.667,0.604,0.433,0.5,0.35,0.015,0.007,0.019,0.024,0.015,0.015,0,0,0.005,0.023
3031,13-05-18,Crystal Palace,West Brom,J Moss,0.58,0.42,0.45,0.55,0.542,0.392,0.35,0.55,0.01,0.003,0.014,0.019,0.007,0.003,0,0,0.008,0.014
3603,26-12-19,Crystal Palace,West Ham,A Marriner,0.518,0.482,0.786,0.214,0.292,0.683,0.45,0.55,0.01,0.007,0.009,0.022,0.016,0.013,0.02,0,0,0.012
3476,22-09-19,Crystal Palace,Wolves,S Attwell,0.737,0.263,0.714,0.286,0.667,0.692,0.45,0.7,0.014,0.019,0.017,0.03,0.018,0.021,0.014,0.048,0.014,0.008
3590,21-12-19,Everton,Arsenal,K Friend,0.47,0.53,0.727,0.273,0.333,0.825,0.65,0.8,0,0.007,0.019,0.025,0.012,0.009,0.011,0,0.011,0.019
2021,11/21/2015,Everton,Aston Villa,M Oliver,0.65,0.35,0.46,0.54,0.427,0.45,0.5,0.2,0.026,0.012,0.012,0.023,0.005,0.008,0.006,0,0,0
3257,13-01-19,Everton,Bournemouth,A Taylor,0.649,0.351,0.448,0.552,0.313,0.325,0.65,0.45,0.007,0.024,0.028,0.017,0.01,0.019,0.024,0,0.024,0
3632,11-01-20,Everton,Brighton,D Coote,0.6,0.4,0.731,0.269,0.219,0.592,0.65,0.2,0.015,0.007,0.012,0.015,0.009,0.006,0.01,0.034,0.01,0.006
3604,26-12-19,Everton,Burnley,A Taylor,0.422,0.578,0.66,0.34,0.219,0.825,0.65,0.3,0.013,0,0.027,0.031,0.022,0.004,0.02,0,0,0
3161,24-11-18,Everton,Cardiff,P Tierney,0.7,0.3,0.39,0.61,0.406,0.292,0.65,0,0.023,0.004,0.024,0.034,0.018,0.008,0.018,0.04,0,0.021
3570,07-12-19,Everton,Chelsea,C Pawson,0.617,0.383,0.634,0.366,0.51,0.692,0.65,0.9,0.019,0.015,0.027,0.022,0.002,0.012,0.016,0,0.016,0
3670,08-02-20,Everton,Crystal Palace,D Coote,0.474,0.526,0.68,0.32,0.375,0.842,0.65,0.45,0.018,0.006,0.018,0.024,0.008,0.012,0,0,0,0.005
3102,29-09-18,Everton,Fulham,R East,0.35,0.65,0.52,0.48,0.323,0.633,0.65,0,0.019,0,0.03,0.037,0.034,0.003,0.013,0,0,0.023
2555,3/18/2017,Everton,Hull,P Tierney,0.74,0.26,0.23,0.77,0.469,0.208,0.5,0,0.017,0,0.014,0.013,0.009,0.015,0,0,0.009,0
3242,01-01-19,Everton,Leicester,M Atkinson,0.515,0.485,0.533,0.467,0.292,0.533,0.65,0.6,0.005,0.014,0.009,0.017,0.013,0.011,0,0,0.015,0.006
3326,03-03-19,Everton,Liverpool,M Atkinson,0.585,0.415,0.598,0.402,0.448,0.55,0.65,0.85,0.006,0.009,0.018,0.019,0.006,0.013,0.004,0,0.004,0.01
3290,06-02-19,Everton,Man City,C Pawson,0.651,0.349,0.456,0.544,0.74,0.508,0.65,1,0.002,0.013,0.019,0.012,0.01,0.012,0.004,0,0.004,0.005
3384,21-04-19,Everton,Man United,P Tierney,0.494,0.506,0.418,0.582,0.156,0.458,0.65,0.95,0.016,0.003,0.015,0.012,0.017,0.003,0.016,0,0.004,0.005
3652,21-01-20,Everton,Newcastle,S Hooper,0.404,0.596,0.6,0.4,0.073,0.608,0.65,0.4,0.019,0.007,0.022,0.021,0.013,0.008,0.01,0,0.005,0.006
3545,23-11-19,Everton,Norwich,A Taylor,0.493,0.507,0.75,0.25,0.448,0.75,0.65,0,0.02,0.02,0.024,0.028,0.018,0.018,0.017,0,0.017,0.033
3473,21-09-19,Everton,Sheffield United,S Hooper,0.523,0.477,0.833,0.167,0.125,0.692,0.65,0,0.01,0.005,0.021,0.027,0.036,0.009,0.007,0,0.007,0.024
2664,12-08-17,Everton,Stoke,N Swarbrick,0.74,0.26,0.33,0.67,0.333,0.375,0.7,0.4,0.015,0.005,0.034,0.033,0.02,0.023,0,0,0.008,0.009
269,2/26/2011,Everton,Sunderland,S Attwell,0.58,0.42,0.51,0.49,0.354,0.525,0.65,0.4,0.054,0.054,0.046,0.038,0.021,0.005,0,0.077,0,0
2839,18-12-17,Everton,Swansea,J Moss,0.42,0.58,0.57,0.43,0.323,0.708,0.7,0.3,0.019,0.011,0.022,0.028,0.014,0.007,0.011,0,0.011,0.019
3529,03-11-19,Everton,Tottenham,M Atkinson,0.486,0.514,0.745,0.255,0.333,0.6,0.65,0.85,0.009,0.008,0.019,0.021,0.013,0.005,0.012,0,0.006,0.014
3433,17-08-19,Everton,Watford,L Mason,0.558,0.442,0.952,0.048,0.344,0.708,0.65,0.5,0.008,0.011,0.029,0.036,0.013,0.023,0.015,0,0.015,0.026
2893,20-01-18,Everton,West Brom,S Attwell,0.54,0.46,0.56,0.44,0.531,0.558,0.7,0.55,0.01,0.017,0.025,0.021,0,0.006,0,0,0.01,0.006
3500,19-10-19,Everton,West Ham,P Tierney,0.593,0.407,0.865,0.135,0.344,0.717,0.65,0.55,0.031,0.017,0.033,0.041,0.03,0.005,0.012,0,0.012,0.014
3458,01-09-19,Everton,Wolves,A Taylor,0.415,0.585,0.927,0.073,0.208,0.792,0.65,0.7,0.021,0.025,0.03,0.038,0.022,0.022,0.007,0.05,0.007,0.033
3117,07-10-18,Fulham,Arsenal,P Tierney,0.56,0.44,0.42,0.58,0.25,0.4,0,0.75,0.013,0.032,0.025,0.034,0.011,0.006,0.013,0,0.013,0
1288,08-12-13,Fulham,Aston Villa,M Dean,0.5,0.5,0.52,0.48,0.375,0.475,0.45,0.3,0.027,0.008,0.023,0.031,0.01,0.017,0,0,0,0.013
3271,29-01-19,Fulham,Brighton,L Probert,0.477,0.523,0.531,0.469,0.385,0.558,0,0.3,0.017,0.019,0.017,0.01,0.021,0.002,0.014,0,0.01,0.016
3066,26-08-18,Fulham,Burnley,D Coote,0.65,0.35,0.33,0.67,0.281,0.392,0,0.7,0.043,0.01,0.028,0.025,0.019,0.013,0.014,0,0.014,0.008
3393,27-04-19,Fulham,Cardiff,C Kavanagh,0.685,0.315,0.432,0.568,0.469,0.267,0,0,0.004,0.022,0.014,0.014,0.017,0.005,0.008,0,0,0
3327,03-03-19,Fulham,Chelsea,G Scott,0.513,0.488,0.5,0.5,0.198,0.458,0,0.8,0.011,0.022,0.017,0.02,0.01,0.008,0.004,0,0.009,0.005
3042,11-08-18,Fulham,Crystal Palace,M Dean,0.6,0.4,0.42,0.58,0.365,0.542,0,0.5,0.023,0.047,0.024,0.036,0.016,0.016,0.008,0,0.008,0.018
3368,13-04-19,Fulham,Everton,L Probert,0.419,0.581,0.574,0.426,0.323,0.65,0,0.65,0.01,0.003,0.011,0.018,0.013,0.005,0.008,0,0.008,0.005
1487,4/26/2014,Fulham,Hull,L Mason,0.58,0.42,0.49,0.51,0.396,0.308,0.45,0,0.006,0.011,0.011,0.013,0.012,0.004,0.004,0,0.004,0.014
3186,05-12-18,Fulham,Leicester,D Coote,0.46,0.54,0.61,0.39,0.313,0.667,0,0.6,0.02,0.019,0.024,0.017,0.025,0.019,0.006,0,0,0
3343,17-03-19,Fulham,Liverpool,C Pawson,0.495,0.505,0.576,0.424,0.385,0.525,0,0.85,0.004,0.018,0.017,0.013,0.002,0.018,0.004,0,0.009,0.005
3347,30-03-19,Fulham,Man City,K Friend,0.599,0.401,0.48,0.52,0.5,0.525,0,1,0,0.021,0.006,0.023,0,0.021,0.004,0,0.008,0
3293,09-02-19,Fulham,Man United,P Tierney,0.331,0.669,0.563,0.437,0.281,0.867,0,0.95,0.007,0.022,0.023,0.018,0.01,0.008,0.005,0,0.014,0.01
3413,12-05-19,Fulham,Newcastle,K Friend,0.736,0.264,0.447,0.553,0.542,0.325,0,0.55,0.004,0.016,0.008,0.014,0.008,0.008,0,0,0.004,0
1467,12-04-14,Fulham,Norwich,M Dean,0.57,0.43,0.55,0.45,0.385,0.417,0.45,0.5,0.006,0.009,0.014,0.021,0.014,0.014,0,0,0.004,0.014
3162,24-11-18,Fulham,Southampton,M Oliver,0.6,0.4,0.41,0.59,0.5,0.567,0,0.2,0.015,0.032,0.021,0.015,0.005,0.013,0.018,0.04,0.012,0.02
1201,05-10-13,Fulham,Stoke,R East,0.58,0.42,0.42,0.58,0.448,0.375,0.45,0.4,0.006,0.014,0.025,0.037,0.02,0.014,0.006,0,0.019,0.015
1342,11-01-14,Fulham,Sunderland,M Dean,0.63,0.38,0.48,0.52,0.5,0.4,0.45,0.2,0.012,0.021,0.026,0.028,0.022,0.013,0.005,0.034,0.015,0.017
1252,11/23/2013,Fulham,Swansea,A Marriner,0.56,0.44,0.58,0.42,0.427,0.508,0.45,0.6,0.009,0.021,0.023,0.023,0.021,0.021,0,0,0.018,0.007
3268,20-01-19,Fulham,Tottenham,C Pawson,0.455,0.545,0.554,0.446,0.438,0.958,0,0.9,0.01,0.016,0.017,0.016,0.015,0.02,0.01,0,0.01,0.016
3268,20-01-19,Fulham,Tottenham,C Pawson,0.45,0.55,0.55,0.45,0.438,0.958,0,0.9,0.01,0.016,0.017,0.016,0.015,0.02,0.01,0,0.01,0.016
1172,9/14/2013,Fulham,West Brom,L Probert,0.69,0.31,0.39,0.61,0.479,0.45,0.45,0.65,0.007,0.02,0.023,0.038,0.013,0.016,0.007,0,0,0.008
